"","Symbol","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652879.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652880.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652881.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652882.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652883.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652884.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652885.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652886.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652887.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652888.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652889.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652890.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652891.tabular"
"53100","Tmem120a",3158.99626,3041.00342,3787.00373,3110.00251,4622.99953,4264.00396,3441.00176,2652.99747,3047.9982,3211.00389,3232.0038,3828.00249,3059.99539
"53101","Tmem120b",10,9.000007,12,12.99996,7,3,5,5.999998,7,4,5,5,7
"53102","Tmem121",1,1,2,2,1,3,6,0,3,2,2,0,2
"53103","Tmem121b",4,0,3,0,0,2,0,1,5,0,0,1,1
"53104","Tmem123",183,252.00023,252,296,267.0004,225,136,210.9998,263.00008,251.99961,206.00017,260.00043,237.00044
"53105","Tmem125",382.99999,383,329.9995,472.99998,526,495.99993,410.99957,491.9997,362.00084,582.99971,490.99976,452.00038,509.00032
"53106","Tmem126a",332.99963,338.00047,337.00029,413.99995,412.00012,411.0002,328.99976,325.00014,325.99996,268.00016,270.00025,471.99114,358.00015
"53107","Tmem126b",296.274,318.5519,400.8603,406.6999,464.288,408.5161,330.0431,283.588,266.4411,323.9701,266.3031,423.8131,350.3051
"53108","Tmem127",2406.0008,2500.0009,2336.00313,2722.0007,2722.99823,2465,2261.00094,2445.99905,1962.00009,2817.0017,2335,2293,2482.00493
"53109","Tmem128",278.00026,267.00061,270.00008,300.00063,437.00002,315.9998,312.99981,240.0003,220.99952,262.00041,286.99954,328.00045,307.00018
"53110","Tmem129",432.92227,442.7124,464.9997,564.9167,476.99994,501.9427,416.0004,373.9996,317.0003,459.0001,382.8896,425,469.5654
"53111","Tmem130",2.00011,5.000466,2.3058,5.000691,2,3.31751,5.533157,8,1.00004,4.31399,4.00199,5.24983,2.00006
"53112","Tmem131",5279.00192,5872.00383,4611.99675,4540.00158,2745.997054,3459.00164,4553.00443,5095.998476,4046.00223,4868.00044,3970.99762,4069.99514,4521.99682
"53113","Tmem131l",33.18038,44.13356458,51.29623,104.00004,47.0098,48.726581,25.20449,24.45222,49.00111,39.49035,39.845298,43.65645,41.21045
"53114","Tmem132a",3,7,6.3925,11,7,9,1,4,13,5,3,10.9848,8
"53115","Tmem132b",1,1,1,1,1,1,1,1,1,2,3,4,1
"53116","Tmem132c",0,1,0,0,0,1,0,0,0,0,1,0,0
"53117","Tmem132cos",0,0,0,0,0,0,0,0,0,0,0,0,0
"53118","Tmem132d",0,0,1,1,0,0,1,0,0,2,1,0,1
"53119","Tmem132e",0,0,0,0,2,0,0,0,0,0,0,0,0
"53120","Tmem134",824.0001831,755.9999,799.000104292,933.99992,993.00018,971.9992,833.999593084,810.9996,689.00034,805.99995,770.999740051853,891.00009,762.00006
"53121","Tmem135",2477.99505,3002.9983,2618.9976,1775.99674,1907.9961,2688.9979,2271.00312,2731.00294,2974.99866,2165.00097,2760.0029,3196.7315,2686.0038
"53122","Tmem138",31.698936787,35.7203,33.45955,55.49431,70.79054,38.77899,46.54137,42.77372,35.88343,63.5905,34.95196,42.97033,34.4545
"53123","Tmem139",893,563,831,500.0001,705,711,944,672,539,519,797,864,515
"53124","Tmem140",816.8708,507.58814,339.300272,255.81378,847.4907,347.43281,819.50132,690.92311,332.57567,362.394075,927.495,454.969448,549.60497
"53125","Tmem141",37,69.00001,48.99996,55.99993,68.0000200297729,74.00002177133,64,64.00003,39.00003,50,51.00003,45.00001,45.99998
"53126","Tmem143",711.084282681,703.4558,739.65187,546.57316,506.17393,780.37929,620.82996,551.5424,537.9284,475.73256,591.49556,771.76675,655.7229
"53127","Tmem144",1028.99999,525,791,595.00028,652,1006,962.99962007,627.0003,687.9998,475.99959,739.00032,944.9999,899.99987
"53128","Tmem145",1,0,0,1,1,2,0,0,0,0,0,0,0
"53129","Tmem147",481.00029,541.00028,515.99957,647.99998,806.99991,784.00022,384.99967,453.0004,524.99956,457.99978,529.00028,600.99961,545.0005
"53130","Tmem147os",59.45488,39.21648,52.53211,33.09504,39.12218,55.53295,45.71078,44.59319,55.5782,16.99996,27.92131,68.88878,60.83732
"53131","Tmem14a",59,53,63,51.99999,73,103,42,41,73,40,61,84,59
"53132","Tmem14c",1395,1687,1563,1566,2196,2139,1296,1647,1633,1574,1764,2026,1741
"53133","Tmem150a",132.0003,156.9998,203.999729,154.999987823,188,238.9996,114.99959,90,145.99989,68.00000112806,224.00017,285.0004,192.0004
"53134","Tmem150b",1117.481,592.44,806.853,1322.447,1582.887,986.651,1083.695,759.587,698.382,1126.975,1057.976,856.299,989.574
"53135","Tmem150c",0,2,1.24202,0,0,1.46873,1.1731,1.47425,1.48797,0,1.30723,0,1.04361
"53136","Tmem150cos",0,0,0,0,0,0,0,0,0,0,0,0,0
"53137","Tmem151a",25,20,23.99995776,19,41,34,40.9254,20.00003,14,33.999963,10.71741,21.3397,29.4898
"53138","Tmem151b",0,4.51986,6.82276,2.00001,0,0,6.52395,2.7286,4.61845,2.42898,9.28141,1.22227,5.65575
"53139","Tmem154",4,7,9.52973,5.52697,9,13.00693,13.84771,4,9.999999,5.67051,15.88163,11.00005,10.00323
"53140","Tmem156",1,0,1,1,0,0,1,0,1,0,2,0,1
"53141","Tmem158",5,2,10,4,15,16,10,11,14,5,7,9,9
"53142","Tmem159",141,105,160.994,156,158.00009,166,116,103,122,128,118,154.988,153.9997
"53143","Tmem160",328.0001,305.0001,396.0004,316.0003,407.0003,475.0004,329.9996,302.9995,268.9995,245.9995,339.9996,471.0005,283.0004
"53144","Tmem161a",348.00038,521.00038,526.99981,486.00023,478.00002,500.000393213461,339.000451,391.00057,364.99975,435.00002,455.9997,476.00000207,485.00034
"53145","Tmem161b",659.2143,615.2861,659.4102,634.97531,884.8723,898.1055,695.96988,547.31323,574.34777,486.3454,729.96312,1012.2669,831.49668
"53146","Tmem163",3,7.0234599,4.01233,6.003617,6.078283,6,4.00675,0,2.00694,2.000003,7,3.00499,4.20191
"53147","Tmem164",421.99983,665.00005,496.000311,597.99901,615.99959,635.99937,471.99996,730.99985,647.00019,796.999972,772.00038,641.00032,842.00031
"53148","Tmem165",725.99977,618.99969,812.00033,828.0005,1032.99521,838.00005,769.9996,583.99984,694.99974,714.99968,805.99964,1115.99507,727.00029
"53149","Tmem167",1012.99993,1012.9999,1006.00005,961.99997,1303.9958,1168.0037,1054.0026,886.0002,998.99965,822.00029,1100.00236,1419.0023,1182.0038
"53150","Tmem167-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0
"53151","Tmem167-ps2",0,0,0,0,0,0,0,0,0,0,0,0,0
"53152","Tmem167-ps3",0,0,0,0,0,0,0,0,0,0,0,0,0
"53153","Tmem167b",944.451,862.147,838.3285,874.451,957.487,864.269,914.482,811.9999,766,785.709,908.163,932.638,990
"53154","Tmem168",181.00003,200.99976,221.00036,204.99984,263,263.99994,190.00016,185.99962,186.0001,189.0001,220.0001,250.9998,230.00002
"53155","Tmem169",0,2,0,1,0,1,1,1,0,0,2,1,0
"53156","Tmem17",1,3,6,15,6,5,9,1,9,5,3,2,4
"53157","Tmem170",881,665.99,780.983,881,1019,737,735,649,616,872,756,865.887,770
"53158","Tmem170b",332.99954,409.00038,287,334,271,313,358.9996,309.00037,281,278,447.0002,354,383.0002
"53159","Tmem171",169.00002,271.00014,318.9996,416.0003,515.9996,361.0002,198.9999,186.99968,271.9998,315.00013,286.9996,259.0001,373.0001
"53160","Tmem174",12,4,14,9,10,15,10,14,2,2,5,17,6
"53161","Tmem175",404.96763,380.4758,433.20704,362.48419,687.80567,692.47744,456.09144,417.16208,494.5759,391.07838,464.71196,521.49055,503.29416
"53162","Tmem176a",414.99953,546.99968,500.9995,689.0004,718.9997,603.00017,361.99973,555.99995,415,546.9992,444,474.000544,539.9999
"53163","Tmem176b",525.00011,644.00022,603.00012,911.99944,918.99956,653.99969,499.99981,712.0001,566.99982,687.99919,512.99976,620.99984,643.00027
"53164","Tmem177",88,82,161,131,142,168,107,99,145,89,129,157,143
"53165","Tmem178",0,0,0,0,0,0,0,0,1,0,0,0,0
"53166","Tmem178b",2,1,2.00031,3.00002,0,4,2,5,1.00004,3.00026,2.00604,1.00001,7
"53167","Tmem179",0,1.57941,0,0,0,0,0,0,0,1.10565,0,0,0
"53168","Tmem179b",285,279.9998,322.9996,327.9997,424.0005,440.9996,266.9999,234.9998,269,328.9999,280,366.9996,346.9996
"53169","Tmem18",317.9995,279.0002,346.99953,287.99995,385.0003,333.0003,338.00038,277.00006,291.0004,256.0004,359.0005,357.00011,379.0004
"53170","Tmem181a",1993.4592,1309.3719,1634.390134,1802.22534,2177.6667,1874.18878,1924.3091,1359.411,1300.31471,1508.5503,1711.17474,1762.32809,1652.5419
"53171","Tmem181b-ps",3.43465,0,0,0,9.99996,0.022952,0,23.2895,11.0302,17.8946,18.1493,0.58811,40.0144
"53172","Tmem181c-ps",90.5054,12.892,25.5588,72.1508,44.7938,26.7354,70.6175,15.795,27.7338,29.5776,27.2808,25.8978,29.5676
"53173","Tmem182",0,5,7,5,1,3,0,1,3,3,5,2,3
"53174","Tmem183a",3191.99754,2804.9974,2927.00055,2657.00336,3343.99592,3884.99908,3004.003,2710.00294,2624.99996,2362.00118,3203.00407,3339.99891,3115.0027
"53175","Tmem184a",2236.12533,2853.533,3015.5001,3012.16212,2814.0494,2603.4352,2422.59584,2526.79803,2190.2962,2843.15732,2549.25572,2818.84724,2743.4138
"53176","Tmem184b",983.99952,1116.99995,1092.00011,859.000284,914.00037,865.00067,776.99995,935.000175636,1092.000007201,995.99991818,1228.002096543,1478.00182,973.0001
"53177","Tmem184c",21,8,15,25,9,13,11,13.999966,19,14,10.999995,15,15
"53178","Tmem185a",242.0005,235.9999,255.0001,241.00005,238.00003,228.9998,209.9999,231.9997,210.0002,248.9995,178.0001,290.0004,271.0002
"53179","Tmem185b",255.64681,262.87873,298.39,253.35,228.38,296.66434,247.949,240,246.7371,205,245.80936,339.97533,270.48125
"53180","Tmem186",146,135,207,247,246,228,143,112,159,148,170,220,201
"53181","Tmem19",2439.00464,2532.00009337484,2261.99798,1833.99897,2560.99686,2892.00396,2729.00496,2426.99517,2003.00086,2023.00273,2282.996976985,2643.99686,2440.00081
"53182","Tmem190",13,18,20,22,19,24,12,20,15,22,23,15,19
"53183","Tmem191",29.788775051,30.854847,25.125891,20.841154,48.665342,38.04894,31.03739,18.14541,30.05975,26.31635,34.62921,25.69625,32.52101
"53184","Tmem192",431.00046,361.00001,317.99957,325.00034,299.99243,359.00048,367.00041,333.99976,313.99975,235.99549,243.99978,315.00009,306.00025
"53185","Tmem196",1,0,0,1.00001,0,0,0,0,0,1,0,1.00001,0
"53186","Tmem198",6,5.000004,3.999999,11.000019,9,12,3.000003,8,5.000002,5,7,16,13
"53187","Tmem198b",29.99998,47.999969,50,24,36.1892,45,26.26649,33.99999,37,28.60903,34.889,32.15188,61.0684
"53188","Tmem199",115.99998,126.00035,113,128.99981,165.99985,175.00042,113.00024,91.99998,119.99983,101.00006,96.99998,124.00001,128.00001
"53189","Tmem200a",3.16222,8.14421,2,1.0768,0,2.03774,1.00503,3.72739,2.46539,4.59097,2.16286,3.04764,4.49018
"53190","Tmem200b",7,3,2,2,1,2,3,0,2,3,5,8,1
"53191","Tmem200c",0,0,0,0,0,0,0,0,0,0,0,0,0
"53192","Tmem201",80.69916,137.18493,156.01797,161.9417,97.74428,103.7766,62,77.05056,136.32996,76.4821,63.23879,100.97086,155.33203
"53193","Tmem202",20.33132,13.44328,16.18347,11.24082,23.20248,7.04586,18.25592,11.19205,6.07653,11.10523,11.10943,11.26346,16.22094
"53194","Tmem203",66.7737,52,85,68,124,62,72,73,85.9516,79,68,75,86
"53195","Tmem204",5,3,3,1,3,0,1,2,1,2,1,4,3
"53196","Tmem205",295.99952,295.00024,324.99968,398.99953,657.99973,394.99983,270.99974,305.00043,289.00021,388.00017,430.99957,427.00011,358.9998
"53197","Tmem207",0,0,0,0,1,0,0,0,2,0,0,0,1
"53198","Tmem208",371.99983,328.00018,386.1746,410.00035,555.00007,471.99981,291.99955,350.00016,345.0001,331.99966,331.56476,456.61618,371.00016
"53199","Tmem209",74.31033,111.49904,112.46127,161.97389,131.90985,131.99232,103.62919,97.60821,100.577512298,112.30955,109.522682,117.84628,165.69274
"53200","Tmem210",1,2.000005,0,0,0,0,0,0,1,1,5,1.999996,0
"53201","Tmem211",1,0,0,0,0,0,0,0,0,0,0,0,0
"53202","Tmem212",0,0,0,0,0,0,0,0,0,0,0,0,0
"53203","Tmem213",0,0,0,0,0,1,0,0,0,0,0,0,0
"53204","Tmem214",959.8934,1128.15453,1104.49548,1190.6226,1102.94328,1108.435781,961.576364,1116.54599,916.2769,1214.09961,903.84023,1264.026,1182.67136
"53205","Tmem215",0,0,0,0,0,0,0,0,0,0,0,0,0
"53206","Tmem216",9.1517,30.3315,22.08227,18.08755,18.01385,28.05783,6.02439,16.42661,25.30168,11.03273,15.20607,19.29713,34.33463
"53207","Tmem217",2.09655,1,0,0,1,0,0,2.04496,1.05103,0,2.11437,0,2
"53208","Tmem218",20.0766,71.1146,36.8448,43.3067,39.152,41.1446,17.1293,35.9693,61.3866,47.2274,50.7206,78.54,63
"53209","Tmem219",474.02133,364.15173,517.08486,220.02171143,364.04305,550.05669,427.009346,314.03876,391.99982,194.01779,510.0082986,616.2019,368.24435
"53210","Tmem220",350,279.0003,352.00833,272.98166,421,389,340.00013,305.9954,329.9995,350.00879,388.9996,444.006,418.00013
"53211","Tmem221",1,1,0,0,0,0,2,0,0,0,0,1,1
"53212","Tmem222",302.99996,227.00008,269.99988,285.00033,391.99953,342.99957,299.00028,281.99983,250.99977,258.00015,276.99999,310.99955,318.99969
"53213","Tmem223",167,163,218,234,244,267,151,142,195,156,199,244,172
"53214","Tmem225",0,0,0,0,0,0,0,0,0,0,0,0,0
"53215","Tmem229a",18,23,24,14,9,24,17,11,23,4,11,31,20
"53216","Tmem229b",3174.00444,2854.99928,1739.0008,780.99955389774,248.000200012895,1243.00024,2869.00526,3344.99941,1594.00442,1151.00058,760.0003,2214.99811,1181.00024
"53217","Tmem229b-ps",0,0,0,0,0,0,0,0,0,0,0,0,0
"53218","Tmem230",440.99968,416.9068,529.99976,421.99985,469.99951,542.94692,457.99946,330.99979,387.00043,299.99995,342.00026,561.00034,472.0001
"53219","Tmem231",11.9148,9.16019,14.1168,9.06682,15.4796,16.9655,8.25836,12.40719,10.16204,5.48752,4.56609,17.0254,20.3779
"53220","Tmem232",0,0,0,0,0,0,0,0,0,0,0,0,0
"53221","Tmem233",0,0,0,0,0,0,0,0,0,0,0,1,0
"53222","Tmem234",983.578443,1000.96807,1010.09204,1041.5687,1197.97588,1215.91564,856.87384,852.09525,797.315277,803.19573,1035.273,1102.87026,1027.62872
"53223","Tmem235",4,1,1,2,4,1,2,2,3,2,1,7,3
"53224","Tmem236",9996.99,10525,8058.06,9571.04,10700,8178.99,9712.98,14360,9331,13414.1,10617,10333,11955
"53225","Tmem237",18,19,23.00001,33,24,13,11,13,17.00003,17.99997517,12.000047319,22.99997,21.99997
"53226","Tmem238",465,477.00013,499,651.99955,866,692,475,554.00021,454,623,609,466,540.99982
"53227","Tmem238l",1728,933,1144,1623,2145.996,1284,1716,1795.001,1292,1976,1406.001,1109,1433.001
"53228","Tmem239",0,0,0,1.00002,0,0,0,0,0,0,0,0,0
"53229","Tmem240",0,4,0,1,1.999996,3,1,0,1,0,0,1,0
"53230","Tmem241",105.999928,91.15446,92.96775,116.9999,94.37817,105.212679141495,108.95512,62.99997,108.52274,99.96799,96.20754,114.61812,149.99991753
"53231","Tmem242",360.00035,310.99997,309.9997,444.00052,491.00009,404.00041,312.99954,318,274.0002,331.00039,298.00036,396.00023,297.00018
"53232","Tmem243",1293.1425,1219.1403,1421.35366,1034.2158,1570.35443,1503.87759,1087.5826,1052.0438,1084.5277,1143.99735,1362.8653,1510.0313,1102.5248
"53233","Tmem245",1178.43838,1540.50401,1351.772,1511.6105,984.0715,941.79273,1280.10658,1358.46373,1445.1483,1493.7429,1702.6315,1547.4634,2205.84191
"53234","Tmem247",0,0,0,0,0,0,0,0,0,0,0,0,0
"53235","Tmem248",599.965,734.7915721,563.678,779.9182,633.78246,620.893490017535,621.9668,649.86862,593.967,671.96733,553.93715,568.98049,666.8514
"53236","Tmem249",1,0,1,0,0,2,1,0,2,0,0,1,0
"53237","Tmem25",64.00007,87.99997,131.99995,71.99998,87,150,82.0000293,48.99998,121,72.0000221934,52.00001,122.00001,103.99998
"53238","Tmem250-ps",523.658,660.903,714.186,743.553,788.009,880.608,497.083,578.632,651.171,666.782,555.191,764.074,681.233
"53239","Tmem251",180,130,162,183,204,206,195,152,169,106,177,179,152
"53240","Tmem252",658,196,240.101,294.694,242,329,559.994,260,98,215.002,222,73.0003,237
"53241","Tmem253",1526.0048,1474.7307,1876.9976,2215.7646,2239.9194,1868.0037,1615.0046,1736.0013,1521.00431,2548.1183,1691.991,1810.6778,1650.7393
"53242","Tmem254",1530.95,1181.89963,717.912,832.70552,1596.96015,1139.999,1422.79563,1393.98407,930.9773,1061.9426,1002.54488,881.8849,1303.82247
"53243","Tmem255a",1,0,2,0,2,2,0,3.96187,1,0,0,0,0
"53244","Tmem255b",0,0,0,1,0,2,1,0,0,0,0,1,4
"53245","Tmem256",156.99976,158.99982,194.00013,293.00025,390.99996,258.00028,187.00043,151.00001,163.00042,189.00053,221.00025,191.00044,166.99993
"53246","Tmem258",276.99986,324.999914,385.9998,404.0003,619.99957,435.00044,229.99981,326.00019,348.99975,328.00027,289.96948,411.9995,348.9997
"53247","Tmem259",2087.9235,2152.9958,2345.2083,2234.6265,2419.8358,2714.80379,1937.0031,1942.8323,1956.6155,2083.7676,1778.9987,2405.7796,2217.4938
"53248","Tmem26",0,0,0,0,0,0,0,0,0,0,0,0,0
"53249","Tmem260",242.120510039526,260.04894,290.7132646143,302.5545,295.23989,315.01894,253.51857,230.90892,277.79746,252.4286,340.05112,340.70604,407.89011
"53250","Tmem262",3,3,1,1,4,1,1,1,1,2,2,3,5
"53251","Tmem263",813.96139,749.3992,852.802,750.257,1141.17702,963.04135,675.129,732.841,671.468,676.01017,813.39236,1096.71268,825.561
"53252","Tmem265",53.3206,41.2064,49.0295,39.4786,66.0263,67.259,48.9266,41.3758,44.7371,32.1298,52.7924,56.4152,67.2918
"53253","Tmem266",4.00276,7,8,17.00001,8.01152,10.01218,0,2.999998,6,6,5.001314,3,8.00298
"53254","Tmem267",232.9999,132.5282,224.3205,226.11910102414,204.5398,172.28755,150.03841,164.76237,247.6361,92.28061,199.6215,177.3385,170.0001
"53255","Tmem268",372.000060016835,388.00011,360,360.99969,427.999860107147,470.99998,442.99983,438.99967,364.9998,370.00002,473.99964,447.99975,471.0001
"53256","Tmem269",0,0,0,0,0,1,0,0,0,0,0,0,0
"53257","Tmem270",0,0,0,0,0,0,0,0,0,0,0,0,0
"53258","Tmem273",3,11.999972,4.000003,6,6,4,3,3,7.999997,2.999996,4,5,3.000001
"53259","Tmem274",1,1,1,1,1,2,0,1,2,1,2,1,1
"53260","Tmem275",0,0.9999999,0,0,0,0,0,0,0,0,0,0,0
"53261","Tmem276",169.6808,162.6506,173.3289,111.46591,213.8133,217.55451,160.4744,157.3087,156.0913,115.29013,167.31146,223.8604,164.0067
"53262","Tmem276-zftraf1",711.684,926.573,808.66,932.034,1027.13,866.859,722.044,972.118,774.629,1031.33,813.452,825.42,865.802
"53263","Tmem29",60.00004,53.00003,62.000032,40.000067,85.99999,72.00001,51.00003,65.00006,53,34.999967,54.00001121112,74.99999,52.99995
"53264","Tmem30a",2356.00562,2092.00166,2130.0125,2628.00875,2377.9992,2160.0105,2310.99983,2256.19441,2054.00489,2429.8311,2247.00758,2464.00511,2369.20013
"53265","Tmem30b",4505,4618,4490,4076,3700,4265,4239,4111,3661,3698,3663,4289,3780
"53266","Tmem30c",1.00005,0,2.17399,1.00005,2.00007,0,4.90346,1,1,2,0,3.35938,8.12773
"53267","Tmem33",1257.99267,1113.999595,1352.963,1535.8939229055,1692.9572,1245.93144814,1265.9525,1217.992873,1211.98770154743,1430.9703473,1523.96366,1345.25293,1412.99235
"53268","Tmem35a",0,2,0,2,2,4,0,0,0,0,1,0,0
"53269","Tmem35b",140,129,167,158.63,207.26191,223.3415,151,149,144,137.18493,141,220.31099,155.40874
"53270","Tmem37",3033,2730,2217,1142,1599,2348,2744,2439,1232,1205,2211,2102,1141
"53271","Tmem38a",131.99951,146.00017,164.00001,139.99989,156.00016,138.00034,146.00017,134.99977,124.00036,119.99974,106.99996,176.00041,105.99998
"53272","Tmem38b",75.00003,74,72.999953,77.999975,75.0284948,103,59.00004,71.00003,62.000008,59,69.99998,104,89.99998
"53273","Tmem39a",209.00002,256.99963,229.00007,294.999787,275.9996236,230.999895,145.00002,206.99994,248.99965002676,229.000118,198.99995,263,316.99983
"53274","Tmem39b",90.00004,90.0001,92.99994,115.99976,80,105.99997,73.99999,88.00002,82.00004,94.00004,79.99998,82.99997,98.99999
"53275","Tmem40",0,0,2,0,0,1,0,0,0,0,0,0,0
"53276","Tmem41a",2605.999,2290.997,2069.001,1560.003,2068.001,2419.001,2477.005,2302.004,1571.002,1777.004,2074.005,2494.001,1826.001
"53277","Tmem41b",2161.97462,1652.04856,2246.77688,2500.51018,2633.46344,2449.87346,2201.5634,1847.00328,1686.07622,1780.99607,2471.89069,2295.16207,1823.45656
"53278","Tmem41b-ps",0,0,0,0,0,0,0,0,0,0,0,1.84176,0
"53279","Tmem42",42.2652,62.6926,47.632,36.61155,29.8539,67.5403,31.8501,40.9138,50.7121,12.3715,39.4094,59.8754,39.6176
"53280","Tmem43",215.99952,214.99972,248.99998,406.99961,398.00043,262.99998,206.99994,192.00019,225.0004,290.99976,302.00004,276.99963,225.99987
"53281","Tmem44",25.99996,17.38013,13.65419,17.00002,12.1923,29.2644,8.593037,8.999989,16.999996,11.120518,21.00023,20.00002,19
"53282","Tmem45a",0,0,0,0,2,0,0,0,0,0,0,0,1
"53283","Tmem45a2",1,0,1,0,0,0,1,0,0,0,0,3.01247,2.00509
"53284","Tmem45b",8348.9292,5904.9233,6694.97742,8312.14124,9953.7839,8435.9652,8162,7321.9683,6558.9694,7269.7957,8107.923,9449.97536,7809.7297
"53285","Tmem47",0,0,0,0,0,0,0,0,0,0,0,0,1
"53286","Tmem50a",1449.8499,1213.0474,1311.6658,973.5198,1198.2726,1490.5111,1339.3598,1071.3883,948.2753,910.6269,1170.6268,1185.2822,1013.0003
"53287","Tmem50b",1605.99616,1500.99972,1908.0019,1867,2383,1865.00119,1596.00196,1453.00371,1323.99577,1596.99845,1205.00084,1800.99743,1503.00155
"53288","Tmem51",459.98,510.978,650.964,802.968,927.931,856.982,505.982,454.98,543.994,621.985,568.984,589.955,689.918
"53289","Tmem51os1",29.02017,24.62155,25.03658,23.03285,37.18602,45.02037,35.01885,21.40392,28.00663,25.01596,26.01587,30.58529,55.08615
"53290","Tmem52",5.00000017086,0,5,1,4,6,4,0,3,2,6,3,3
"53291","Tmem52b",2.00135,2.002095,3.002816,3.001348,3.00418,0,0,0,1,0,1,5.999997,1.00544
"53292","Tmem53",50.00003,123.00001,83.99995,100.0000027901,106,109.0003,63.99993323836,131.00000001769,132.99996,141.00001,141.00006,143.00015,135.99997
"53293","Tmem54",3832.0017,4149.9999,3597.0006,4328.0012,5139.9946,4663.9961,3711.9982,5232.002,3685.9963,4905.9925,4461.0002,4488.9935,4254.0043
"53294","Tmem59",5541.00571,4815.9994,4937,4120.9933,4473.99754,5328.00659,4570.996,4448.0008,4089.9947,3894.9926,4516.9961,6358.003,4348.0033
"53295","Tmem59l",2.000003,1,3,5,0,5,0,4,1,2,0,3,3
"53296","Tmem60",67,78.00003,99.00005,87,116.99963,101.99996,92,65.99998,65,66,78,119.00042,63
"53297","Tmem61",0,1,2.08255,0,2.12164,0,0,0,0,0,1,3,0
"53298","Tmem62",232.00006,209,192.99971,214.00021126,154.00001,228.99957,263.00015,192.00003,186.00003,179.99952,190.9998,262.0001,198.00052
"53299","Tmem63a",222.000215,240.9996,231.00045,343.00038,207.99982,221.00049,197.0000496,196.00051,219.00008,218.99959,136.99975,210.99984999,219.99953
"53300","Tmem63b",1393.27554,1313.90639,1392.83279,1315.98555,1081.5677,1168.68675,1388.32749,1189.7173,1094.18046,1255.93407,1205.68703,1056.66384,1195.57852
"53301","Tmem63c",0,0,0,1.000000148,0,0,1.00000013,0,0,0,0,0,0
"53302","Tmem64",651,511,570,400,453,643,571,545,483,437,648,816,669
"53303","Tmem65",591,544.99972,787.003,476.00228,286,652.00006,477,326,524.99963,260.003,262,1054.01,412.99987
"53304","Tmem67",27.02827,21.00004,21.00001,25.34107,14,22.07339,19.25619,14.06715,14.44559,21.00005,24.0953,22.99999,33.21172
"53305","Tmem68",302.99993,266.99999,262.00747,274.00025,270.99952,274.0157,280.99969,227.0001,255.01409,215.00141,258.01074,334.99984,278.84684
